file,location,lng,lat,isInLine,action
77_苏轼.json,南华寺,113.639217,24.646057,FALSE,remove
136_辛弃疾.json,南楼,114.304353,30.544151,FALSE,remove
92_惠洪.json,南浦亭,115.881219,28.680586,FALSE,remove
134_陈傅良.json,南塘,120.985652,28.102159,FALSE,remove
126_张孝祥.json,南溪山,110.287193,25.249479,FALSE,remove
136_辛弃疾.json,南岩,117.141217,28.641635,FALSE,remove
49_王禹偁.json,南园,121.116351,31.442266,FALSE,remove
126_张孝祥.json,琵琶亭,116.025726,29.744545,FALSE,remove
62_欧阳修.json,琵琶亭,116.025726,29.744545,FALSE,remove
74_王令.json,平山堂,119.416623,32.418982,FALSE,remove
77_苏轼.json,平山堂,119.416623,32.418982,FALSE,remove
79_苏辙.json,平山堂,119.416623,32.418982,FALSE,remove
88_晁补之.json,平山堂,119.416623,32.418982,FALSE,remove
124_杨万里.json,鄱阳湖,116.50034,28.93742,FALSE,remove
39_贯休.json,鄱阳湖,116.50034,28.93742,FALSE,remove
8_孟浩然.json,鄱阳湖,116.277286,29.125614,FALSE,remove
114_黄公度.json,七星岩,112.47697,23.078597,FALSE,remove
57_包拯.json,七星岩,112.47697,23.078597,FALSE,remove
104_王以宁.json,栖霞楼,114.892075,30.455982,FALSE,remove
77_苏轼.json,栖霞楼,114.892075,30.455982,FALSE,remove
65_吴中复.json,齐山,117.513671,30.636434,FALSE,remove
80_孔武仲.json,齐山,117.513671,30.636434,FALSE,remove
137_叶适.json,齐云楼,120.627142,31.307025,FALSE,remove
148_吴潜.json,齐云楼,120.627142,31.307025,FALSE,remove
149_吴文英.json,齐云楼,120.627142,31.307025,FALSE,remove
39_贯休.json,钱塘江,120.14998,30.133793,FALSE,remove
6_宋之问.json,钱塘江,120.14998,30.133793,FALSE,remove
61_张方平.json,钱塘江,120.14998,30.133793,FALSE,remove
9_王昌龄.json,钱塘江,120.14998,30.133793,FALSE,remove
67_冯京.json,潜山,114.32222,29.817888,FALSE,remove
137_叶适.json,秦淮河,118.788982,32.019893,FALSE,remove
15_岑参.json,青龙寺,108.988082,34.233105,FALSE,remove
22_韩愈.json,青龙寺,108.988082,34.233105,FALSE,remove
27_贾岛.json,青龙寺,108.988082,34.233105,FALSE,remove
45_郑谷.json,青龙寺,108.988082,34.233105,FALSE,remove
9_王昌龄.json,青龙寺,108.988082,34.233105,FALSE,remove
121_尤袤.json,青山,118.54021,31.489981,FALSE,remove
126_张孝祥.json,青山,118.54021,31.489981,FALSE,remove
40_罗隐.json,秋浦,117.440452,30.230983,FALSE,remove
46_崔涂.json,屈原庙,113.04398,28.880108,FALSE,remove
6_宋之问.json,若耶溪,120.585385,29.995137,FALSE,remove
8_孟浩然.json,若耶溪,120.585385,29.995137,FALSE,remove
87_贺铸.json,三山,118.61817,31.915258,FALSE,remove
4_杨炯.json,三峡,109.539515,31.03424,FALSE,remove
64_苏洵.json,三峡,109.539515,31.03424,FALSE,remove
62_欧阳修.json,三游洞,111.26494,30.7658,FALSE,remove
64_苏洵.json,三游洞,111.26494,30.7658,FALSE,remove
77_苏轼.json,三游洞,111.26494,30.7658,FALSE,remove
79_苏辙.json,三游洞,111.26494,30.7658,FALSE,remove
110_王铚.json,剡溪,120.836366,29.599255,FALSE,remove
123_王明清.json,剡溪,120.836366,29.599255,FALSE,remove
13_杜甫.json,剡溪,120.836366,29.599255,FALSE,remove
39_贯休.json,商山,110.24029,33.69859,FALSE,remove
136_辛弃疾.json,赏心亭,118.768848,32.02877,FALSE,remove
138_刘过.json,赏心亭,118.768848,32.02877,FALSE,remove
77_苏轼.json,韶石,113.76915,24.947303,FALSE,remove
12_李白.json,蛇山,114.302349,30.545751,FALSE,remove
7_沈佺期.json,神女庙,110.130787,31.203944,FALSE,remove
77_苏轼.json,神女庙,110.130787,31.203944,FALSE,remove
40_罗隐.json,升仙桥,104.090762,30.705381,FALSE,remove
77_苏轼.json,石塔寺,119.442281,32.393976,FALSE,remove
40_罗隐.json,石头城,118.751462,32.052932,FALSE,remove
124_杨万里.json,石钟山,116.222411,29.745144,FALSE,remove
77_苏轼.json,石钟山,116.222411,29.745144,FALSE,remove
92_惠洪.json,疏山,116.571427,27.886029,FALSE,remove
124_杨万里.json,双溪,118.948437,30.649756,FALSE,remove
40_罗隐.json,四顶山,115.661777,31.617773,FALSE,remove
11_王维.json,嵩山,113.008327,34.517728,FALSE,remove
12_李白.json,嵩山,113.008327,34.517728,FALSE,remove
19_孟郊.json,嵩山,113.008327,34.517728,FALSE,remove
25_姚合.json,嵩山,113.008327,34.517728,FALSE,remove
30_皇甫湜.json,嵩山,113.008327,34.517728,FALSE,remove
38_陆龟蒙.json,嵩山,113.008327,34.517728,FALSE,remove
45_郑谷.json,嵩山,113.008327,34.517728,FALSE,remove
6_宋之问.json,嵩山,113.008327,34.517728,FALSE,remove
62_欧阳修.json,嵩山,113.008327,34.517728,FALSE,remove
79_苏辙.json,嵩山,113.008327,34.517728,FALSE,remove
90_晁说之.json,嵩山,113.008327,34.517728,FALSE,remove
9_王昌龄.json,嵩山少林寺,112.94226,34.506257,FALSE,remove
77_苏轼.json,蒜山,119.42934,32.215504,FALSE,remove
77_苏轼.json,太白山,107.89155,34.103148,FALSE,remove
108_张元干.json,太湖,120.106111,30.907473,FALSE,remove
124_杨万里.json,太湖,120.32414,31.42755,FALSE,remove
31_李贺.json,太湖,120.106111,30.907473,FALSE,remove
9_王昌龄.json,太湖,120.32414,31.42755,FALSE,remove
11_王维.json,泰山,117.120081,36.212576,FALSE,remove
12_李白.json,泰山,117.120081,36.212576,FALSE,remove
13_杜甫.json,泰山,117.120081,36.212576,FALSE,remove
51_丁谓.json,泰山,117.120081,36.212576,FALSE,remove
61_张方平.json,泰山,117.120081,36.212576,FALSE,remove
77_苏轼.json,汤泉,114.36444,23.200213,FALSE,remove
77_苏轼.json,韬光寺,120.09532,30.242373,FALSE,remove
12_李白.json,桃花潭,118.146817,30.48914,FALSE,remove
136_辛弃疾.json,滕王阁,115.880495,28.680635,FALSE,remove
148_吴潜.json,滕王阁,115.880495,28.680635,FALSE,remove
79_苏辙.json,滕王阁,115.880495,28.680635,FALSE,remove
92_惠洪.json,滕王阁,115.880495,28.680635,FALSE,remove
13_杜甫.json,天姥山,120.971911,29.393788,FALSE,remove
12_李白.json,天门山,118.36979,31.496213,FALSE,remove
12_李白.json,天台山,121.007381,29.162784,FALSE,remove
123_王明清.json,天台山,121.007381,29.162784,FALSE,remove
39_贯休.json,天台山,121.007381,29.162784,FALSE,remove
63_赵抃.json,天台山,121.007381,29.162784,FALSE,remove
70_杨绘.json,天竺山,120.09104,30.219088,FALSE,remove
12_李白.json,天竺寺,120.095901,30.227268,FALSE,remove
41_皮日休.json,天竺寺,120.095901,30.227268,FALSE,remove
6_宋之问.json,天竺寺,120.095901,30.227268,FALSE,remove
77_苏轼.json,天竺寺,120.095901,30.227268,FALSE,remove
77_苏轼.json,涂山,117.514243,32.866007,FALSE,remove
12_李白.json,皖公山,116.496046,30.67014,FALSE,remove
